time,station,PM2_5,PM10,NO2,CO,O3,SO2,Kmeans_3,HDBSCAN_3,Kmeans_4,HDBSCAN_4,Kmeans_6,HDBSCAN_6,Kmeans_12,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,RAIN,city
2021-12-27,0,60.05791164480681,35.186898395721926,11.567413754396467,11.417858261959474,7.915344810672945,10.222322503008423,1.875,1.875,1.0,1.0,2.25,2.25,6.125,6.125,-1.114778220957032,-1.516485060130114,4.4930654,1.2140157,-16.952175,-9.894815,21.0,19.57875,0.0,79.85875,11.88125,1.0,165.325,2021,12,27,61.832911644806806,0.0,Peru_Averaged.csv
2021-12-28,0,69.5158232896136,36.72379679144385,10.459827508792936,14.010716523918948,5.8056896213458895,6.269645006016847,1.5,1.5,1.5,1.5,2.625,2.625,6.25,6.25,-1.5311726081814354,0.2567602870030218,5.380851,0.40736866,-26.962444,17.753323,21.0,20.001250000000002,0.0,83.00125,12.90625,1.0,169.72375,2021,12,28,69.5158232896136,0.0,Peru_Averaged.csv
2021-12-29,0,65.1579116448068,35.91189839572193,9.542413754396469,11.017858261959473,6.090344810672945,10.122322503008423,2.0,2.0,1.125,1.125,2.125,2.125,6.375,6.375,-1.5825466646129032,-0.8473441774206328,5.0389767,0.78234345,-22.782742,-16.329626,21.0,20.15125,0.0,82.23125,11.93375,1.0,168.3225,2021,12,29,67.1579116448068,0.0,Peru_Averaged.csv
2021-12-30,0,65.2329116448068,41.38689839572193,9.292413754396469,9.867858261959473,3.915344810672945,5.072322503008424,2.0,2.0,1.0,1.0,2.5,2.5,7.5,7.5,-2.18616612052086,0.30405139946560406,5.1953096,2.6448789,-30.603163,-1.3844826,21.0,20.52125,0.0,82.55125,13.51125,1.0,166.03625,2021,12,30,65.2329116448068,0.0,Peru_Averaged.csv
2021-12-31,0,75.75791164480681,47.01189839572193,12.917413754396467,10.992858261959473,4.465344810672945,7.522322503008423,0.875,0.875,2.125,2.125,3.5,3.5,7.875,7.875,-0.33125571966232353,0.9437014835689859,3.697428,1.1298392,6.827903,2.5118203,21.0,20.84875,0.0,79.19375000000001,10.32,1.0,179.19375,2021,12,31,75.75791164480681,0.0,Peru_Averaged.csv
2022-01-01,0,81.5329116448068,39.66189839572193,8.567413754396467,11.867858261959473,6.140344810672945,6.772322503008423,1.25,1.25,1.75,1.75,3.25,3.25,8.375,8.375,-1.0826368249158196,1.0545565832663422,4.0183997,1.9871756,-7.5271244,6.085106,21.0,20.5675,0.0,77.46875,10.92125,1.0,179.94375,2022,1,1,81.5329116448068,0.0,Peru_Averaged.csv
2022-01-02,0,83.9829116448068,32.26189839572193,7.717413754396468,7.5428582619594735,8.040344810672945,12.572322503008424,1.125,1.125,1.875,1.875,3.0,3.0,6.5,6.5,-0.6724890429826614,-0.4499259799945541,4.1211514,0.93815017,-1.1693008,-6.9749203,21.0,21.045,0.0,73.88625,11.24375,1.0,176.12625,2022,1,2,83.9829116448068,0.0,Peru_Averaged.csv
2022-01-03,0,69.1408232896136,37.02379679144385,11.584827508792936,8.760716523918948,6.780689621345889,7.569645006016847,2.0,2.0,1.25,1.25,3.0,3.0,6.625,6.625,-1.0211948550703207,-0.4639941971928512,6.210135,2.4979892,-13.413019,2.127355,21.0,21.29375,0.0,78.6975,10.9125,1.0,180.12375,2022,1,3,69.1408232896136,0.0,Peru_Averaged.csv
2022-01-04,0,75.5829116448068,38.01189839572193,9.092413754396468,10.417858261959474,7.490344810672944,11.922322503008424,1.125,1.125,1.875,1.875,3.25,3.25,8.125,8.125,-0.651398223995464,-0.43713522935672616,4.47156,0.6240323,2.208727,-2.5284343,21.0,21.1375,0.0,80.18875,10.848749999999999,1.0,181.4975,2022,1,4,75.5829116448068,0.0,Peru_Averaged.csv
2022-01-05,0,72.2829116448068,37.01189839572193,10.067413754396467,9.467858261959474,4.140344810672945,8.347322503008424,1.5,1.5,1.5,1.5,2.125,2.125,7.375,7.375,-1.5864603390185723,0.07998668101978557,4.6906266,3.0366428,-15.535905,-7.267614,21.0,20.895,0.0,80.9575,11.126249999999999,1.0,186.6475,2022,1,5,72.2829116448068,0.0,Peru_Averaged.csv
2022-01-06,0,74.3579116448068,40.26189839572193,9.842413754396468,11.642858261959473,7.515344810672945,11.247322503008423,1.125,1.125,1.625,1.625,3.375,3.375,7.375,7.375,-0.49425063261982194,-0.2546658716926983,4.711439,0.3667447,-2.94799,-8.824989,21.0,20.958750000000002,0.0,81.0375,11.151250000000001,1.0,187.855,2022,1,6,74.3579116448068,0.0,Peru_Averaged.csv
2022-01-07,0,73.63291164480681,40.13689839572193,9.492413754396468,13.292858261959474,6.215344810672945,6.122322503008423,1.25,1.25,1.75,1.75,3.125,3.125,8.5,8.5,-1.2923164244984218,0.6654904255274977,4.618767,1.7538444,-13.266217,1.5696402,21.0,20.9225,0.0,82.72875,9.4875,1.0,188.23,2022,1,7,73.63291164480681,0.0,Peru_Averaged.csv
2022-01-08,0,76.7829116448068,35.26189839572193,9.542413754396469,10.992858261959473,6.240344810672945,8.297322503008424,1.25,1.25,1.75,1.75,2.625,2.625,6.5,6.5,-1.1902055658606785,0.18525978103663487,4.63285,1.3750886,-11.519488,-5.3453445,21.0,21.27375,0.0,81.72375,10.955,1.0,183.2025,2022,1,8,76.7829116448068,0.0,Peru_Averaged.csv
2022-01-09,0,65.6079116448068,29.511898395721925,8.967413754396468,8.017858261959473,7.790344810672945,6.447322503008423,2.0,2.0,1.0,1.0,2.125,2.125,5.75,5.75,-2.0324153376088585,-1.062798258049018,5.531131,3.0469813,-25.595797,-20.725456,21.0,21.994999999999997,0.0,76.79625,13.74625,1.0,175.26,2022,1,9,65.6079116448068,0.0,Peru_Averaged.csv
2022-01-10,0,55.80791164480681,32.63689839572193,12.217413754396468,9.092858261959474,6.265344810672945,6.9723225030084235,1.75,1.75,0.875,0.875,2.125,2.125,4.75,4.75,-1.9084641305832704,-1.4957088930539189,5.027761,3.5290713,-12.976728,-21.676672,21.0,21.57,0.0,80.7,14.45875,1.0,173.98375000000001,2022,1,10,55.80791164480681,0.0,Peru_Averaged.csv
2022-01-11,0,55.05791164480681,33.38689839572193,9.742413754396468,9.392858261959473,3.7403448106729447,6.047322503008424,2.0,2.0,1.0,1.0,2.125,2.125,4.75,4.75,-2.9468589275493726,-0.9880229148749701,4.1406035,3.4842849,-37.49084,-18.640028,21.0,21.44625,0.0,82.22875,13.88375,1.0,174.93125,2022,1,11,55.05791164480681,0.0,Peru_Averaged.csv
