time,station,PM2_5,PM10,NO2,CO,O3,SO2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,RAIN
2019-02-01,1001,43.0,66.0,25.0,10.0,19.0,5.0,2,11.42,0.0,61.67,6.93,1,195.04,2019,2,1,66.0,1,0,5,5,1,0,5,5,-1.7366555963780261,-3.4015833642192232,-1.7366555963780261,-3.4015833642192232,-1.7366555963780261,-3.4015833642192232,0
2019-02-02,1001,124.0,98.0,27.0,13.0,9.0,3.0,2,10.91,0.0,54.83,8.72,1,208.96,2019,2,2,124.0,0,2,1,9,0,2,1,9,1.718916443299441,-2.5395253638781607,1.718916443299441,-2.5395253638781607,1.718916443299441,-2.5395253638781607,0
2019-02-03,1001,185.0,104.0,6.0,3.0,28.0,1.0,2,11.06,0.0,50.04,7.63,1,213.29,2019,2,3,185.0,0,2,2,2,0,2,2,2,6.090584012981153,-4.308159612434885,6.090584012981153,-4.308159612434885,6.090584012981153,-4.308159612434885,0
2019-02-04,1001,94.0,78.0,12.0,8.0,22.0,2.0,2,12.02,0.0,43.96,6.98,1,232.0,2019,2,4,94.0,1,0,5,5,1,0,5,5,0.37510161620753185,-2.70073333980448,0.37510161620753185,-2.70073333980448,0.37510161620753185,-2.70073333980448,0
2019-02-05,1001,118.0,153.0,10.0,7.0,17.0,4.0,2,10.97,0.0,52.25,7.73,1,163.88,2019,2,5,153.0,0,2,4,6,0,2,4,6,6.763291362555738,-2.476815557431651,6.763291362555738,-2.476815557431651,6.763291362555738,-2.476815557431651,0
2019-02-06,1001,177.0,78.0,9.0,12.0,27.0,8.0,2,12.48,0.0,46.67,7.33,1,218.54,2019,2,6,177.0,0,2,4,6,0,2,4,6,4.995296476642094,-3.857845372048372,4.995296476642094,-3.857845372048372,4.995296476642094,-3.857845372048372,0
2019-02-07,1001,137.0,27.0,4.0,4.0,25.0,1.4,2,13.02,0.0,49.29,7.07,1,224.96,2019,2,7,137.0,0,2,2,2,0,2,2,2,4.360300802177548,-3.978005690977261,4.360300802177548,-3.978005690977261,4.360300802177548,-3.978005690977261,0
2019-02-08,1001,33.0,39.0,8.0,3.0,26.0,2.0,2,13.52,0.0,51.46,7.53,1,230.04,2019,2,8,39.0,1,0,5,5,1,0,5,5,0.21283183908586187,-3.9077222974898604,0.21283183908586187,-3.9077222974898604,0.21283183908586187,-3.9077222974898604,0
2019-02-09,1001,76.0,21.0,6.0,2.0,23.0,1.0,2,13.38,0.0,61.17,7.98,1,190.67,2019,2,9,76.0,1,0,5,5,1,0,5,5,-1.057720608441361,-3.9941627626977163,-1.057720608441361,-3.9941627626977163,-1.057720608441361,-3.9941627626977163,0
2019-02-10,1001,34.0,33.0,10.0,2.0,17.0,2.0,2,12.69,0.0,64.25,8.89,1,188.04,2019,2,10,34.0,0,2,2,2,0,2,2,2,5.21949341455415,-2.329031542802726,5.21949341455415,-2.329031542802726,5.21949341455415,-2.329031542802726,0
