stationId,latitude,longitude,year,month,day,AQI,Notes
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,19,96.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,20,175.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,21,94.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,22,176.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,23,195.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,24,229.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,25,153.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,26,151.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,27,139.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,28,172.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
Aotizhongxin,0,0,2019,3,1,165.0,Aotizhongxin
